2024-10-19 23:53:17,131: Key.ctrl_l
2024-10-19 23:53:17,178: Key.ctrl_l
2024-10-19 23:53:17,209: Key.ctrl_l
2024-10-19 23:53:17,241: Key.ctrl_l
2024-10-19 23:53:17,272: Key.ctrl_l
2024-10-19 23:53:17,303: Key.ctrl_l
2024-10-19 23:53:17,334: Key.ctrl_l
2024-10-19 23:53:17,366: Key.ctrl_l
2024-10-19 23:53:17,397: Key.ctrl_l
2024-10-19 23:53:17,428: Key.ctrl_l
2024-10-19 23:53:17,476: Key.ctrl_l
2024-10-19 23:53:17,507: Key.ctrl_l
2024-10-19 23:53:17,539: Key.ctrl_l
2024-10-19 23:53:17,570: Key.ctrl_l
2024-10-19 23:53:17,601: Key.ctrl_l
2024-10-19 23:53:17,632: Key.ctrl_l
2024-10-19 23:53:17,664: Key.ctrl_l
2024-10-19 23:53:17,695: Key.ctrl_l
2024-10-19 23:53:17,726: Key.ctrl_l
2024-10-19 23:53:17,726: '\x04'
2024-10-19 23:53:18,138: '\x04'
2024-10-19 23:53:18,373: '\x04'
2024-10-19 23:53:18,574: '\x04'
2024-10-19 23:53:19,816: Key.ctrl_l
2024-10-19 23:53:20,110: '\x03'
2024-10-19 23:53:20,379: '\x03'
2024-10-19 23:53:20,753: '\x03'
2024-10-19 23:53:21,003: '\x03'
2024-10-19 23:53:21,209: '\x03'
2024-10-19 23:53:58,667: Key.ctrl_l
2024-10-19 23:53:59,181: Key.ctrl_l
2024-10-19 23:53:59,211: Key.ctrl_l
2024-10-19 23:53:59,243: Key.ctrl_l
2024-10-19 23:53:59,273: Key.ctrl_l
2024-10-19 23:53:59,304: Key.ctrl_l
2024-10-19 23:53:59,335: Key.ctrl_l
2024-10-19 23:53:59,372: Key.ctrl_l
2024-10-19 23:53:59,403: Key.ctrl_l
2024-10-19 23:53:59,434: Key.ctrl_l
2024-10-19 23:53:59,466: Key.ctrl_l
2024-10-19 23:53:59,512: Key.ctrl_l
2024-10-19 23:53:59,542: Key.ctrl_l
2024-10-19 23:53:59,549: '\x03'
2024-10-19 23:53:59,947: '\x03'
2024-10-19 23:54:00,460: '\x03'
2024-10-19 23:54:00,491: '\x03'
2024-10-19 23:54:00,521: '\x03'
2024-10-19 23:54:00,552: '\x03'
2024-10-19 23:54:00,582: '\x03'
2024-10-19 23:54:00,614: '\x03'
2024-10-19 23:54:00,660: '\x03'
2024-10-19 23:54:00,691: '\x03'
2024-10-19 23:54:00,722: '\x03'
2024-10-19 23:54:00,754: '\x03'
2024-10-19 23:54:00,784: '\x03'
2024-10-19 23:54:00,815: '\x03'
2024-10-19 23:54:00,845: '\x03'
2024-10-19 23:54:00,891: '\x03'
2024-10-19 23:54:00,922: '\x03'
2024-10-19 23:54:00,951: '\x03'
2024-10-19 23:54:00,982: '\x03'
2024-10-19 23:54:01,014: '\x03'
2024-10-19 23:54:01,044: '\x03'
2024-10-19 23:54:01,075: '\x03'
2024-10-19 23:54:01,123: '\x03'
2024-10-19 23:54:01,156: '\x03'
2024-10-19 23:54:01,187: '\x03'
2024-10-19 23:54:01,218: '\x03'
2024-10-19 23:54:01,249: '\x03'
2024-10-19 23:54:01,279: '\x03'
2024-10-19 23:54:01,310: '\x03'
2024-10-19 23:54:01,341: '\x03'
2024-10-19 23:54:01,373: '\x03'
2024-10-19 23:54:01,407: '\x03'
2024-10-19 23:54:01,438: '\x03'
2024-10-19 23:54:01,486: '\x03'
2024-10-19 23:54:01,506: '\x03'
2024-10-19 23:54:01,538: '\x03'
2024-10-19 23:54:01,584: '\x03'
2024-10-19 23:54:01,618: '\x03'
2024-10-19 23:54:01,648: '\x03'
2024-10-19 23:54:01,677: '\x03'
2024-10-19 23:54:01,708: '\x03'
2024-10-19 23:54:01,747: '\x03'
2024-10-19 23:54:01,778: '\x03'
2024-10-19 23:54:01,808: '\x03'
2024-10-19 23:54:01,840: '\x03'
2024-10-19 23:54:01,870: '\x03'
2024-10-19 23:54:01,901: '\x03'
2024-10-19 23:54:01,935: '\x03'
2024-10-19 23:54:01,980: '\x03'
2024-10-19 23:54:02,012: '\x03'
2024-10-19 23:54:02,043: '\x03'
2024-10-19 23:54:02,074: '\x03'
2024-10-19 23:54:02,104: '\x03'
2024-10-19 23:54:02,136: '\x03'
2024-10-19 23:54:02,168: '\x03'
2024-10-19 23:54:02,199: '\x03'
2024-10-19 23:54:02,230: '\x03'
2024-10-19 23:54:02,276: '\x03'
2024-10-19 23:54:02,308: '\x03'
2024-10-19 23:54:02,338: '\x03'
2024-10-19 23:54:02,369: '\x03'
2024-10-19 23:54:02,400: '\x03'
2024-10-19 23:54:02,432: '\x03'
2024-10-19 23:54:02,467: '\x03'
2024-10-19 23:54:02,498: '\x03'
2024-10-19 23:54:02,529: '\x03'
2024-10-19 23:54:02,575: '\x03'
2024-10-19 23:54:02,606: '\x03'
2024-10-19 23:54:02,637: '\x03'
2024-10-19 23:54:02,668: '\x03'
2024-10-19 23:54:02,699: '\x03'
2024-10-19 23:54:02,729: '\x03'
2024-10-19 23:54:02,760: '\x03'
2024-10-19 23:54:02,892: '\x03'
2024-10-19 23:54:03,402: '\x03'
2024-10-19 23:54:03,432: '\x03'
2024-10-19 23:54:03,463: '\x03'
2024-10-19 23:54:03,502: '\x03'
2024-10-19 23:54:03,536: '\x03'
2024-10-19 23:54:03,567: '\x03'
2024-10-19 23:54:03,598: '\x03'
2024-10-19 23:54:03,628: '\x03'
2024-10-19 23:54:03,660: '\x03'
2024-10-19 23:54:03,691: '\x03'
2024-10-19 23:54:03,737: '\x03'
2024-10-19 23:54:03,768: '\x03'
2024-10-19 23:54:03,799: '\x03'
2024-10-19 23:54:03,830: '\x03'
2024-10-19 23:54:03,861: '\x03'
2024-10-19 23:54:03,892: '\x03'
2024-10-19 23:54:03,923: '\x03'
2024-10-19 23:54:03,954: '\x03'
2024-10-19 23:54:04,000: '\x03'
2024-10-19 23:54:04,032: '\x03'
2024-10-19 23:54:04,063: '\x03'
2024-10-19 23:54:04,094: '\x03'
2024-10-19 23:54:04,125: '\x03'
2024-10-19 23:54:04,156: '\x03'
2024-10-19 23:54:04,187: '\x03'
2024-10-19 23:54:04,218: '\x03'
2024-10-19 23:54:04,267: '\x03'
2024-10-19 23:54:04,297: '\x03'
2024-10-19 23:54:04,328: '\x03'
2024-10-19 23:54:04,359: '\x03'
2024-10-19 23:54:04,390: '\x03'
2024-10-19 23:54:04,422: '\x03'
2024-10-19 23:54:04,453: '\x03'
2024-10-19 23:54:04,484: '\x03'
2024-10-19 23:54:04,514: '\x03'
2024-10-19 23:54:04,560: '\x03'
2024-10-19 23:54:04,592: '\x03'
2024-10-19 23:54:04,624: '\x03'
2024-10-19 23:54:04,654: '\x03'
2024-10-19 23:54:04,685: '\x03'
2024-10-19 23:54:04,716: '\x03'
2024-10-19 23:54:04,748: '\x03'
2024-10-19 23:54:04,779: '\x03'
2024-10-19 23:54:04,825: '\x03'
2024-10-19 23:54:04,857: '\x03'
2024-10-19 23:54:31,456: Key.ctrl_l
2024-10-19 23:54:31,770: '\x1a'
2024-10-19 23:54:32,115: '\x1a'
2024-10-19 23:54:32,382: '\x1a'
2024-10-19 23:54:32,610: '\x1a'
2024-10-19 23:54:32,868: '\x1a'
2024-10-19 23:54:33,086: '\x1a'
2024-10-19 23:54:33,339: '\x1a'
2024-10-19 23:54:33,558: '\x1a'
2024-10-19 23:54:33,763: '\x1a'
2024-10-19 23:54:33,951: '\x1a'
2024-10-19 23:54:34,154: '\x1a'
2024-10-19 23:54:34,342: '\x1a'
2024-10-19 23:54:34,530: '\x1a'
2024-10-19 23:54:34,731: '\x1a'
2024-10-19 23:54:34,896: '\x1a'
2024-10-19 23:54:34,974: '\x13'
2024-10-19 23:54:35,926: '\x1a'
2024-10-19 23:54:36,113: '\x1a'
2024-10-19 23:54:36,316: '\x1a'
2024-10-19 23:54:36,508: '\x1a'
2024-10-19 23:54:37,192: '\x03'
2024-10-19 23:54:37,427: '\x03'
2024-10-19 23:54:37,618: '\x03'
2024-10-19 23:54:37,790: '\x03'
2024-10-19 23:54:37,978: '\x03'
2024-10-19 23:54:38,154: '\x03'
2024-10-19 23:54:38,294: '\x03'
2024-10-19 23:54:38,466: '\x03'
2024-10-19 23:54:38,624: '\x03'
2024-10-19 23:54:38,812: '\x03'
2024-10-19 23:54:38,984: '\x03'
2024-10-19 23:54:39,156: '\x03'
2024-10-19 23:54:48,657: Key.space
2024-10-19 23:54:48,940: 'w'
2024-10-19 23:54:49,208: 'i'
2024-10-19 23:54:49,441: 'n'
2024-10-19 23:54:49,611: 'd'
2024-10-19 23:54:51,026: Key.down
2024-10-19 23:54:51,878: Key.enter
2024-10-19 23:55:28,409: Key.cmd
2024-10-19 23:55:28,789: 'r'
2024-10-19 23:55:29,223: Key.enter
2024-10-19 23:55:30,473: 'n'
2024-10-19 23:55:30,754: 'e'
2024-10-19 23:55:30,965: 't'
2024-10-19 23:55:31,480: 's'
2024-10-19 23:55:32,888: 'c'
2024-10-19 23:55:33,012: 'a'
2024-10-19 23:55:33,274: 't'
2024-10-19 23:55:34,337: Key.enter
2024-10-19 23:55:44,699: 'v'
2024-10-19 23:55:44,876: 'o'
2024-10-19 23:55:45,105: 'i'
2024-10-19 23:55:45,228: 'r'
2024-10-19 23:55:45,423: Key.space
2024-10-19 23:55:45,765: 'l'
2024-10-19 23:55:45,911: 'e'
2024-10-19 23:55:46,200: 's'
2024-10-19 23:55:46,299: Key.space
2024-10-19 23:55:46,876: 'p'
2024-10-19 23:55:47,011: 'r'
2024-10-19 23:55:47,224: 'o'
2024-10-19 23:55:47,423: 'c'
2024-10-19 23:55:47,734: 'e'
2024-10-19 23:55:48,043: 's'
2024-10-19 23:55:48,240: 's'
2024-10-19 23:55:48,315: Key.space
2024-10-19 23:55:48,491: 'e'
2024-10-19 23:55:50,032: 'n'
2024-10-19 23:56:08,729: Key.space
2024-10-19 23:56:09,408: 'p'
2024-10-19 23:56:09,702: 'i'
2024-10-19 23:56:09,927: 'd'
2024-10-19 23:56:10,253: Key.enter
2024-10-19 23:56:38,233: Key.ctrl_l
2024-10-19 23:56:38,740: Key.ctrl_l
2024-10-19 23:56:38,771: Key.ctrl_l
2024-10-19 23:56:38,802: Key.ctrl_l
2024-10-19 23:56:38,834: Key.ctrl_l
2024-10-19 23:56:38,881: Key.ctrl_l
2024-10-19 23:56:38,896: '\x03'
2024-10-19 23:56:39,402: '\x03'
2024-10-19 23:56:39,433: '\x03'
2024-10-19 23:56:39,464: '\x03'
2024-10-19 23:56:39,510: '\x03'
2024-10-19 23:56:39,541: '\x03'
2024-10-19 23:56:39,572: '\x03'
2024-10-19 23:56:39,603: '\x03'
2024-10-19 23:56:39,635: '\x03'
2024-10-19 23:56:39,666: '\x03'
2024-10-19 23:56:39,697: '\x03'
2024-10-19 23:56:39,728: '\x03'
2024-10-19 23:56:39,760: '\x03'
2024-10-19 23:56:39,807: '\x03'
2024-10-19 23:56:39,838: '\x03'
2024-10-19 23:56:39,869: '\x03'
2024-10-19 23:56:39,900: '\x03'
2024-10-19 23:56:39,932: '\x03'
2024-10-19 23:56:39,963: '\x03'
2024-10-19 23:56:39,994: '\x03'
2024-10-19 23:56:40,027: '\x03'
2024-10-19 23:56:40,059: '\x03'
2024-10-19 23:56:40,090: '\x03'
2024-10-19 23:56:40,266: '\x03'
2024-10-19 23:56:40,555: '\x03'
2024-10-19 23:56:40,888: '\x03'
2024-10-19 23:56:41,391: '\x03'
2024-10-19 23:56:41,422: '\x03'
2024-10-19 23:56:41,469: '\x03'
2024-10-19 23:56:41,500: '\x03'
2024-10-19 23:56:41,531: '\x03'
2024-10-19 23:56:41,563: '\x03'
2024-10-19 23:56:41,594: '\x03'
2024-10-19 23:56:41,627: '\x03'
2024-10-19 23:56:41,659: '\x03'
